,0,1,2,Tax-Supported Debt Principal Outstanding as of 8/31/03 ,Tax-Supported Debt Interest Outstanding as of 8/31/03 ,Tax-Supported Debt Service Outstanding as of 8/31/03 ,2002 M&O Tax Rate ,2002 I&S Tax Rate ,2002 TOTAL Tax Rate ,2002 Tax Year Assessed Valuation (AV) ,Population ,Debt Ratio Tax Debt to Assessed Valuation (AV) ,Debt Ratio Tax Debt Service to AV ,Debt Ratio Tax Debt Per Capita 
224,107-003-03,Coffee City,Henderson,,,,,,,,196,,,0
225,204-001-03,Coldspring,San Jacinto,190000,49140,239140,,,,,714,,,266.1064425770308
226,042-102-03,Coleman,Coleman,5375000,2627612.5,8002612.5,0.1724,0.1215,0.2939,73836430,5010,0.07279604390407282,0.10838298249251758,1072.8542914171658
227,021-102-03,College Station,Brazos,75695000,29467941.26388888,105162941.26388888,0.1946,0.2831,0.4777,2725038683,70550,0.027777587331959352,0.03859135722363941,1072.9270021261516
228,220-105-03,Colleyville,Tarrant,30835000,10536225,41371225,0.27223,0.07517,0.3474,2397935587,21085,0.012858977600218584,0.01725285083731484,1462.4140384159355
229,091-102-03,Collinsville,Grayson,,,,0.21182,0,0.21182,33440537,1324,0,0,0
230,229-002-03,Colmesneil,Tyler,,,,,,,,635,,,0
231,061-102-03,Colony The,Denton,41008512.75,27701519.875,68710032.625,0.4601,0.2649,0.725,1537907814,32257,0.02666513062531328,0.04467760160883089,1271.3058483429954
232,168-103-03,Colorado City,Mitchell,5000000,3853647.5,8853647.5,0.3693,0.3864,0.7557,70748220,4037,0.07067315615855777,0.12514304246806493,1238.543472875898
233,045-101-03,Columbus,Colorado,,,,0.19881,0,0.19881,141868672,3869,0,0,0
234,047-101-03,Comanche,Comanche,641000,692797.5,1333797.5,0.5167,0.0821,0.5988,100970931,4296,0.0063483617874138445,0.013209717755301276,149.20856610800746
235,031-113-03,Combes,Cameron,137000,57973.17,194973.17,0.49537,0,0.49537,41550297,2830,0.003297208681805572,0.0046924615244025815,48.409893992932865
236,129-109-03,Combine,Dallas-Kaufman,,,,,,,,1933,,,0
237,116-106-03,Commerce,Hunt,4875000,1245807.5,6120807.5,0.57726,0.060441,0.637701,198856529,8243,0.024515161883369694,0.030780017788603762,591.4108940919568
238,112-101-03,Como,Hopkins,1900,116,2016,0.25056,0.04944,0.3,9815930,629,0.00019356291253095733,0.00020538043771705787,3.0206677265500796
239,170-102-03,Conroe,Montgomery,45245812.45,16720818.89,61966631.34,0.1865,0.23,0.4165,1745238558,39065,0.025925288117545707,0.03550610949772518,1158.2186727249457
240,015-105-03,Converse,Bexar,,,,0.511441,0.048559,0.56,338917196,11939,0,0,0
241,184-004-03,Cool,Parker,,,,,,,,172,,,0
242,147-101-03,Coolidge,Limestone,,,,0.6797,0,0.6797,9887733,857,0,0,0
243,060-101-03,Cooper,Delta,358000,73888,431888,0.907082,0.074802,0.981884,38768881,2128,0.00923421029355993,0.011140068757723495,168.2330827067669
244,057-106-03,Coppell,Dallas,55824374.7,22825297.175,78649671.875,0.43296,0.21564,0.6486,3525065288,39460,0.015836408729800525,0.02231155041092107,1414.7079244804866
245,061-128-03,Copper Canyon,Denton,,,,0.1489,0,0.1489,115385461,1254,0,0,0
246,050-101-03,Copperas Cove,Coryell,39855000,19151158.7291667,59006158.7291667,0.606365,0.138635,0.745,670340533,29599,0.059454856208135634,0.08802415462644671,1346.4981925065035
247,061-114-03,Corinth,Denton,19515000,8311297.5,27826297.5,0.3404,0.1856,0.526,1070052421,14925,0.01823742427661869,0.026004611506785236,1307.537688442211
248,178-105-03,Corpus Christi,Nueces,164047449,83021701.21167,247069150.21167,0.460031,0.184144,0.644175,8290500045,278520,0.019787401014361855,0.029801477458609678,588.9970163722534
249,178-105-03cp,Corpus Christi-Commercial Paper,Nueces,,,,,,,,,,,
250,061-131-03,Corral City,Denton,,,,,,,,125,,,0
251,187-101-03,Corrigan,Polk,450000,108693.75,558693.75,0.2482,0.3418,0.59,26248978,1855,0.017143524597414802,0.021284400101215368,242.58760107816713
252,175-107-03,Corsicana,Navarro,15585000,4714533.64,20299533.64,0.4988,0.1007,0.5995,816999953,25187,0.01907588849028979,0.024846431833270864,618.7715885178862
253,129-001-03,Cottonwood,Kaufman,,,,,,,,191,,,0
254,027-105-03,Cottonwood Shores,Burnet,542000,476200.12,1018200.12,0.2237,0.157,0.3807,26786180,933,0.020234314859378977,0.038012143575530365,580.9217577706323
255,142-101-03,Cotulla,LaSalle,2185000,917971.25,3102971.25,0.46895,0.30392,0.77287,41661081,3609,0.05244703083916617,0.07448129466443754,605.4308672762538
256,036-002-03,Cove,Chambers,,,,,,,,323,,,0
257,109-110-03,Covington,Hill,197000,94591.5,291591.5,0.18274,0,0.18274,5311856,291,0.03708684873987548,0.05489446626565178,676.9759450171821
258,129-101-03,Crandall,Kaufman,5954000,3156544.03,9110544.03,0.4,0.25,0.65,98303364,2984,0.06056761190797092,0.09267784599924779,1995.3083109919571
259,052-101-03,Crane,Crane,1815000,389136.25,2204136.25,0.6546,0,0.6546,40342080,3087,0.04499024343811722,0.054636157828252783,587.9494655004859
260,018-107-03,Cranfills Gap,Bosque,585000,270782.5,855782.5,0.2236,0,0.2236,6479519,339,0.09028447944978632,0.13207500433288336,1725.6637168141592
261,161-101-03,Crawford,McLennan,,,,0.367843,0,0.367843,16211139,751,0,0,0
262,227-108-03,Creedmoor,Travis,,,,0.2799,0,0.2799,13074928,194,0,0,0
263,113-103-03,Crockett,Houston,3830000,1589215,5419215,0.3432,0.12904,0.47224,167538731,7084,0.022860385638231916,0.03234604301736056,540.6549971767363
264,054-101-03,Crosbyton,Crosby,,,,0.5852,0,0.5852,31987920,1814,0,0,0
265,030-105-03,Cross Plains,Callahan,,,,,,,,1040,,,0
266,061-002-03,Cross Roads,Denton,,,,,,,,626,,,0
267,126-002-03,Cross Timber,Johnson,,,,,,,,292,,,0
268,078-101-03,Crowell,Foard,,,,0.6798,0,0.6798,16112757,1085,0,0,0
269,220-106-03,Crowley,Tarrant,16970000,6597775.625,23567775.625,0.3725,0.2849,0.6574,299868133,8174,0.05659154185616649,0.07859379851142768,2076.0949351602644
270,084-001-03,Crystal Beach,Galveston,,,,,,,,,,,
271,254-101-03,Crystal City,Zavala,910000,341076,1251076,0.6249,0.1421,0.767,53442693,7114,0.01702758504329114,0.02340967361057198,127.91678380657858
272,062-103-03,Cuero,DeWitt,7870000,4082045,11952045,0.09414,0.12143,0.21557,149721600,6654,0.052564225869881166,0.07982846162477558,1182.7472197174632
273,112-102-03,Cumby,Hopkins,27000,2543.75,29543.75,0.28662,0.19273,0.47935,12126840,621,0.0022264662517193267,0.0024362282342308464,43.47826086956522
274,037-001-03,Cuney,Cherokee,,,,,,,,147,,,0
275,174-101-03,Cushing,Nacogdoches,,,,0.1568,0,0.1568,8396770,642,0,0,0
276,170-116-03,Cut-N-Shoot,Montgomery,,,,,,,,1222,,,0
277,172-101-03,Daingerfield,Morris,,,,0.39937,0.02944,0.42881,71944370,2523,0,0,0
278,146-103-03,Daisetta,Liberty,,,,0.4399,0,0.4399,11566820,1082,0,0,0
279,056-102-03,Dalhart,Dallam,5655000,1826835,7481835,0.32,0,0.32,178857346,7164,0.03161737623010463,0.04183129833537841,789.3634840871022
280,057-117-03,Dallas,Dallas,873962721,267631957.885,1141594678.885,0.5111,0.1887,0.6998,66263341110,1211467,0.013189234143041236,0.01722814847186627,721.4086070854592
281,057-117-03cp,Dallas-Commercial Paper,Dallas,,,,,,,,,,,
282,DFW,Dallas-Fort Worth Int Airport,Dallas-Tarrant,,,,,,,,,,,
283,DFW-cp,Dallas-Fort Worth Int Airport-Commercial Paper,Dallas-Tarrant,,,,,,,,,,,
284,220-107-03,Dalworthington Gardens,Tarrant,171000,41215,212215,0.152081,0.019919,0.172,217117923,2305,0.0007875904376627626,0.000977418156307621,74.18655097613883
285,020-103-03,Danbury,Brazoria,3363000,1915257.5,5278257.5,0.4625,0.3424,0.8049,36030995,1649,0.09333630669927377,0.14649213822710141,2039.417828987265
286,148-102-03,Darrouzett,Lipscomb,,,,1.056,0,1.056,6264697,305,0,0,0
287,175-103-03,Dawson,Navarro,,,,0.4334,0,0.4334,11952919,875,0,0,0
288,146-104-03,Dayton,Liberty,8405720.94,2462344.4,10868065.34,0.5511,0.1439,0.695,184745274,6038,0.045498976823623645,0.058827298283148505,1392.136624710169
289,146-107-03,Dayton Lakes,Liberty,,,,0.3504,0,0.3504,2331840,104,0,0,0
290,047-102-03,De Leon,Comanche,,,,0.576,0,0.576,49354178,2352,0,0,0
291,057-107-03,De Soto,Dallas,62956529.8,36316742.80642222,99273272.60642222,0.45279,0.20642,0.65921,2150417345,39440,0.029276423921329557,0.04616465396228573,1596.2608975659227
292,039-001-03,Dean,Clay,,,,,,,,356,,,0
293,249-105-03,Decatur,Wise,10255000,5534120,15789120,0.2925,0.1275,0.42,303702391,5584,0.033766609364626304,0.051988790565695615,1836.4971346704872
294,111-001-03,DeCordova,Hood,,,,,,,,2989,,,0
295,101-122-03,Deer Park,Harris,23085000,9015095.02,32100095.02,0.554,0.145,0.699,1000777833,28992,0.023067057681322563,0.032075145913029034,796.2541390728477
296,019-101-03,DeKalb,Bowie,,,,0.4259,0,0.4259,37134432,1802,0,0,0
297,233-101-03,Del Rio,Val Verde,61021000,21620026.41666882,82641026.41666882,0.419,0.051,0.47,722392527,34611,0.08447069663554257,0.11439906052166127,1763.0522088353414
298,115-101-03,Dell City,Hudspeth,,,,0.41202,0,0.41202,8091355,415,0,0,0
299,091-111-03,Denison,Grayson,5760000,2271551.26,8031551.26,0.44663,0.13178,0.57841,676012032,23169,0.008520558403315519,0.011880781524314644,248.60805386507835
300,061-111-03,Denton,Denton,103533037.5,41612000.2084,145145037.7084,0.3382,0.21,0.5482,3756802684,90349,0.027558816953826473,0.038635257136757306,1145.9234468560803
301,251-101-03,Denver City,Yoakum,915000,232165,1147165,0.678,0,0.678,136524871,3965,0.006702075550761737,0.008402608195835614,230.76923076923077
302,139-102-03,Deport,Lamar,325000,138358.75,463358.75,0.5233,0,0.5233,10203985,727,0.031850301622356365,0.0454095875287939,447.0426409903714
303,194-105-03,Detroit,Red River,,,,0.475,0,0.475,9649570,758,0,0,0
304,146-108-03,Devers,Liberty,,,,0.3094,0,0.3094,9644620,433,0,0,0
305,163-102-03,Devine,Medina,2260000,912306.25,3172306.25,0.5645,0.0854,0.6499,79359169,4282,0.02847812078274156,0.03997403564041856,527.7907519850537
306,003-101-03,Diboll,Angelina,6290000,2123641.25,8413641.25,0.3188,0.1582,0.477,172574008,5439,0.03644813070575495,0.04875381494297797,1156.4625850340135
307,063-101-03,Dickens,Dickens,,,,0.36662,0,0.36662,3485740,326,0,0,0
308,084-112-03,Dickinson,Galveston,3527100,1740883.62855556,5267983.62855556,0.3005,0.0733,0.3738,534728495,17668,0.006596057687181979,0.009851697969743617,199.63210323749152
309,082-101-03,Dilley,Frio,870000,201583.75,1071583.75,0.25058,0.22695,0.47753,40011820,4166,0.021743574773654385,0.026781679763629846,208.8334133461354
310,035-101-03,Dimmitt,Castro,,,,0.237,0,0.237,137018150,4236,0,0,0
311,061-130-03,DISH,Denton,,,,0.2437,0,0.2437,13177487,354,0,0,0
312,074-101-03,Dodd City,Fannin,33000,4223,37223,0.1764,0.2044,0.3808,9007289,426,0.00366369947716788,0.004132541989049091,77.46478873239437
313,044-101-03,Dodson,Collingsworth,,,,0.13499,0,0.13499,1458480,112,0,0,0
314,034-107-03,Domino,Cass,,,,0.024,0,0.024,5629350,52,0,0,0
315,108-107-03,Donna,Hidalgo,13595000,5201249.83,18796249.83,0.662075,0.377753,1.039828,210923027,15478,0.0644547927903576,0.08911426171595763,878.3434552267735
316,091-002-03,Dorchester,Grayson,,,,,,,,113,,,0
317,061-126-03,Double Oak,Denton,,,,0.22,0,0.22,210126815,2481,0,0,0
318,034-001-03,Douglassville,Cass,,,,,,,,172,,,0
319,105-110-03,Dripping Springs,Hays,235000,37661.25,272661.25,,,,,1625,,,144.6153846153846
320,178-103-03,Driscoll,Nueces,145000,67167.5,212167.5,0.124782,0.535218,0.66,8822559,825,0.01643514087012623,0.024048294831465564,175.75757575757575
321,072-101-03,Dublin,Erath,3645000,2027549,5672549,0.52,0.1205,0.6405,67197610,3694,0.05424300060671801,0.08441593384050415,986.735246345425
322,171-103-03,Dumas,Moore,2376000,545521,2921521,0.01132,0.09793,0.10925,316894360,13808,0.007497766763662187,0.009219226874217641,172.07415990730013
323,057-118-03,Duncanville,Dallas,25406519.25,7255433.25,32661952.5,0.572012,0.145988,0.718,1531263271,36203,0.016591868773426617,0.021330069830950708,701.7793898295721
324,045-102-03,Eagle Lake,Colorado,1250000,459168.76,1709168.76,0.4076,0.2006,0.6082,67642170,3671,0.018479596381961134,0.0252677990667656,340.50667393080903
325,159-101-03,Eagle Pass,Maverick,4601000,857334.48611,5458334.48611,0.2168,0.0683,0.2851,619286476,23506,0.007429517966738224,0.008813908744407975,195.73725857227942
326,025-103-03,Early,Brown,2395000,1976597.5,4371597.5,0.18,0.23,0.41,91052567,2687,0.026303486863802534,0.04801179850316576,891.3286192780052
327,140-102-03,Earth,Lamb,,,,0.9,0,0.9,14989569,1099,0,0,0
328,230-105-03,East Mountain,Upshur,,,,0.0917,0,0.0917,24587887,599,0,0,0
329,190-101-03,East Tawakoni,Rains,675000,749853.75,1424853.75,0.2207,0,0.2207,27314714,857,0.024711955614838216,0.052164329818719685,787.6312718786464
330,067-104-03,Eastland,Eastland,4641000,4577500,9218500,0.53307,0.05433,0.5874,88944420,3775,0.052178652691197494,0.10364337639168371,1229.4039735099338
331,092-108-03,Easton,Gregg,,,,0.07458,0,0.07458,11085310,546,0,0,0
332,074-102-03,Ector,Fannin,61000,15750,76750,0.2066,0.2829,0.4895,10081583,610,0.006050637087449461,0.007612891745274527,100
333,108-102-03,Edcouch,Hidalgo,,,,0.563293,0.219112,0.782405,31195862,3901,0,0,0
334,048-101-03,Eden,Concho,1280000,600321,1880321,0.43106,0.12594,0.557,42473920,2514,0.030136140012506498,0.04427001322223143,509.14876690533015
335,220-108-03,Edgecliff Village,Tarrant,,,,0.36,0,0.36,140488059,2575,0,0,0
336,234-102-03,Edgewood,Van Zandt,430000,109170,539170,0.55932,0,0.55932,36347920,1391,0.01183011297482772,0.014833586075902004,309.13012221423435
337,108-108-03,Edinburg,Hidalgo,30705000,15686907.5,46391907.5,0.48129,0.15371,0.635,1681376698,52764,0.0182618208260669,0.027591620340155328,581.9308619513305
338,095-102-03,Edmonson,Hale,,,,,,,,121,,,0
339,120-101-03,Edna,Jackson,2325000,392715,2717715,0.3227,0.0803,0.403,125956243,5871,0.018458791280397274,0.021576659761120377,396.0143076136944
340,234-001-03,Edom,Van Zandt,,,,,,,,334,,,0
341,241-102-03,El Campo,Wharton,5285000,1118816.93,6403816.93,0.5082,0.0675,0.5757,285067092,10889,0.01853949525678678,0.022464244768035168,485.35219028377264
342,240-103-03,El Cenizo,Webb,,,,0.19,0.31,0.5,17396792,3609,0,0,0
343,101-128-03,El Lago,Harris,,,,0.40465,0,0.40465,158842001,3085,0,0,0
344,071-102-03,El Paso,El Paso,374605000,168716896.26,543321896.26,0.5421,0.177733,0.719833,17805065091,577415,0.021039237884581122,0.030515018815327734,648.7621554687703
345,071-102-03cp,El Paso-Commercial Paper,El Paso,20000000,,20000000,,,,,,0.0011232758710952133,0.0011232758710952133,34.637132738151934
346,071-102-03c,El Paso-CONDUIT,El Paso,,,,,,,,,,,
347,207-101-03,Eldorado,Schleicher,450000,77025,527025,0.5413,0.3362,0.8775,23118755,1955,0.0194647159849222,0.022796426537674715,230.17902813299233
348,243-103-03,Electra,Wichita,3175000,1561628.125,4736628.125,0.272825,0.52096,0.793785,54822245,3089,0.05791444695488118,0.08639974749301128,1027.8407251537715
349,011-102-03,Elgin,Bastrop,8480000,3416468.26,11896468.26,0.3366,0.3906,0.7272,196128142,6313,0.043237038364438284,0.06065661020742245,1343.259939806748
350,001-101-03,Elkhart,Anderson,450000,143832.5,593832.5,0.274,0,0.274,26667867,1233,0.016874240448251823,0.022267716424414444,364.963503649635
351,015-106-03,Elmendorf,Bexar,,,,0.0824,0,0.0824,21818698,702,0,0,0
352,108-103-03,Elsa,Hidalgo,,,,0.614053,0.112457,0.72651,72301348,5934,0,0,0
353,175-104-03,Emhouse,Navarro,,,,0.337,0,0.337,1824760,167,0,0,0
354,190-102-03,Emory,Rains,500100,96737.08,596837.08,0.0625,0.1766,0.2391,32601508,1138,0.015339781215028459,0.018307039048623148,439.45518453427064
355,107-106-03,Enchanted Oaks,Henderson,,,,0.25,0,0.25,38753707,374,0,0,0
356,142-102-03,Encinal,LaSalle,,,,0.52345,0,0.52345,5660843,637,0,0,0
357,070-109-03,Ennis,Ellis,48140000,22460883.76,70600883.76,0.36427,0.26573,0.63,806301766,17883,0.059704693738696336,0.08756136565376195,2691.9420678857014
358,096-101-03,Estelline,Hall,,,,0.216,0,0.216,3026210,163,0,0,0
359,220-125-03,Euless,Tarrant,54516815.5,37308036.5,91824852,0.298479,0.198775,0.497254,2002257287,48464,0.02722767740887238,0.04586066565779965,1124.8930236876856
360,175-002-03,Eureka,Navarro,,,,,,,,358,,,0
361,107-102-03,Eustace,Henderson,,,,0.38037,0,0.38037,14449380,812,0,0,0
362,097-103-03,Evant,Hamilton,,,,0.19806,0,0.19806,8961924,388,0,0,0
363,220-109-03,Everman,Tarrant,3425000,1651098.14,5076098.14,0.714507,0.19459,0.909097,112170515,5880,0.03053387068785411,0.04525340852718738,582.4829931972789
364,015-123-03,Fair Oaks Ranch,Bexar-Kendall,4160000,1574718,5734718,0.267,0,0.267,537656644,5186,0.007737280002811609,0.010666134351722064,802.159660624759
365,079-001-03,Fairchilds,Fort Bend,,,,,,,,739,,,0
366,081-101-03,Fairfield,Freestone,6571000,2032830.98,8603830.98,0.08435,0.3447,0.42905,116480340,3338,0.05641295346493666,0.07386509156824234,1968.5440383463151
367,043-105-03,Fairview (a),Collin,8690000,4320347.5,13010347.5,0.151,0.139,0.29,404170011,3405,0.021500853016034382,0.032190284152477606,2552.129221732746
368,024-101-03,Falfurrias,Brooks,,,,0.2432,0,0.2432,55146987,5134,0,0,0
369,128-101-03,Falls City,Karnes,,,,0.7567,0,0.7567,10119250,590,0,0,0
370,057-119-03,Farmers Branch,Dallas,17210000,3103847.5,20313847.5,0.351116,0.088884,0.44,3785288726,27454,0.004546548822495291,0.005366525242967688,626.8667589422306
371,043-106-03,Farmersville,Collin,640000,56446.25,696446.25,0.46477,0.11889,0.58366,95501171,3221,0.006701488508449808,0.00729254147051244,198.69605712511643
372,185-102-03,Farwell,Parmer,330000,37675,367675,0.4485,0,0.4485,28914691,1335,0.011412883506173385,0.01271585437312818,247.19101123595505
373,199-101-03,Fate,Rockwall,1370000,779122.54,2149122.54,0.11545,0.09895,0.2144,64067855,1043,0.02138357839512498,0.03354447468235046,1313.5186960690316
374,075-101-03,Fayetteville,Fayette,,,,0.14,0.11,0.25,16398660,264,0,0,0
375,070-102-03,Ferris,Ellis,2970000,1669682.5,4639682.5,0.6,0,0.6,67722625,2224,0.043855358530476334,0.06851008064143999,1335.431654676259
376,075-102-03,Flatonia,Fayette,540000,185252.5,725252.5,0.33,0,0.33,41221646,1420,0.013099913574533146,0.017593972351322408,380.28169014084506
377,246-102-03,Florence,Williamson,125000,21093.75,146093.75,0.349319,0.150681,0.5,31962086,1100,0.003910883663850976,0.004570845282125828,113.63636363636364
378,247-101-03,Floresville,Wilson,205000,44850,249850,0.2709,0.0518,0.3227,147580735,6329,0.0013890701926643745,0.0016929716470107023,32.39058303049455
379,061-103-03,Flower Mound,Denton,58900000,30985235.33,89885235.33,0.3278,0.1219,0.4497,4558995378,58642,0.012919512988372238,0.019716018086737355,1004.3995770949149
380,077-101-03,Floydada,Floyd,215000,36825,251825,0.37303,0,0.37303,59120626,3435,0.0036366326702968266,0.004259511731151155,62.590975254730715
381,148-103-03,Follett,Lipscomb,,,,1.002,0,1.002,9359239,416,0,0,0
382,220-110-03,Forest Hill,Tarrant,8145000,3666200,11811200,0.698797,0.226203,0.925,294344859,13223,0.02767162310111895,0.04012708100330708,615.9721697043032
383,129-102-03,Forney,Kaufman,3185000,2413670,5598670,0.34857,0.17143,0.52,281777898,6378,0.011303228615893784,0.01986908852588573,499.3728441517717
384,114-102-03,Forsan,Howard,,,,0.41288,0,0.41288,3519840,225,0,0,0
385,186-101-03,Fort Stockton,Pecos,950000,123750,1073750,0.386,0.11,0.496,139682905,7588,0.006801118576392724,0.007687053759370196,125.19768054823405
386,220-126-03,Fort Worth,Tarrant,317161428.58,123919214.5433,441080643.1233,0.6707,0.1943,0.865,24043672601,567516,0.013191055869177362,0.018344977925916155,558.8590076403132
387,220-126-03cp,Fort Worth-Commercial Paper,Tarrant,,,,,,,,,,,
388,198-103-03,Franklin,Robertson,190000,51187.5,241187.5,0.36368,0,0.36368,28212350,1468,0.006734639262592447,0.008549004248139556,129.42779291553134
389,001-102-03,Frankston,Anderson,,,,0.3065,0,0.3065,41635169,1194,0,0,0
390,086-101-03,Fredericksburg,Gillespie,13030000,3166911.22,16196911.22,0.1764,0.0606,0.237,683716989,9346,0.019057592848552136,0.023689496503062617,1394.179328054783
391,020-111-03,Freeport,Brazoria,2205000,1362318.75,3567318.75,0.764,0,0.764,217635368,12802,0.010131625297226506,0.016391263896041015,172.23871270114046
392,066-002-03,Freer,Duval,,,,,,,,3180,,,0
393,084-101-03,Friendswood,Galveston,15421844.15,6883376.9016667,22305221.0516667,0.5547,0.0838,0.6385,1517135825,31497,0.010165104465844382,0.01470219125019126,489.6289853001873
394,185-103-03,Friona,Parmer,4385000,1812885,6197885,0.4995,0.3169,0.8164,74040438,3807,0.05922439302695643,0.08370945887705311,1151.825584449698
395,043-107-03,Frisco,Collin,369170000,217227908.0755554,586397908.0755554,0.241558,0.095491,0.337049,5332920410,47652,0.06922473459527967,0.10995812106551867,7747.208931419458
396,117-101-03,Fritch,Hutchinson,3800000,3750103.1458,7550103.1458,0.44902,0.10711,0.55613,49055080,2162,0.07746394461083338,0.15391072944535,1757.631822386679
397,175-105-03,Frost,Navarro,,,,0.4983,0,0.4983,9172505,673,0,0,0
398,234-002-03,Fruitvale,Van Zandt,,,,,,,,433,,,0
399,079-110-03,Fulshear,Fort Bend,,,,0.39251,0,0.39251,38406546,870,0,0,0
400,004-102-03,Fulton,Aransas,175000,27930,202930,0.0473,0.0782,0.1255,74369099,1606,0.002353127876404688,0.002728687085478876,108.96637608966375
401,049-103-03,Gainesville,Cooke,27099263.05,13603900.7,40703163.75,0.4943,0.20569,0.69999,564196198,15930,0.04803163003590464,0.07214363353437557,1701.1464563716258
402,101-123-03,Galena Park,Harris,2750000,1278237.5,4028237.5,0.98208,0.08923,1.07131,250243828,10588,0.01098928202137317,0.016097250158753167,259.72799395542125
403,037-000-03,Gallatin,Cherokee,,,,,,,,388,,,0
404,084-104-03,Galveston,Galveston,16899421.03,16025333.872779999,32924754.90278,0.4921,0.0628,0.5549,2215259210,56685,0.007628642713102636,0.014862709859935532,298.12862362176946
405,084-104-03c,Galveston-CONDUIT,Galveston,,,,0.4921,0.0628,0.5549,2215259210,56685,0,0,0
406,120-102-03,Ganado,Jackson,1785000,738080,2523080,0.5526,0.1715,0.7241,38450274,1898,0.04642359635720671,0.06561929831761407,940.463645943098
407,046-102-03,Garden Ridge,Comal,2355000,974110,3329110,0.16107,0.0878,0.24887,201327440,2033,0.011697362267160403,0.016535798597548352,1158.3866207575013
408,057-120-03,Garland,Dallas,320275000,138356492.515,458631492.515,0.374,0.2671,0.6411,9160671847,219646,0.034961955340086316,0.05006526815663589,1458.141737158883
409,057-120-03cp,Garland-Commercial Paper,Dallas,5000000,,5000000,,,,,,,,
410,070-112-03,Garrett,Ellis,,,,0.31,0,0.31,8346160,459,0,0,0
411,174-102-03,Garrison,Nacogdoches,,,,0.18026,0,0.18026,15957260,840,0,0,0
412,183-001-03,Gary,Panola,,,,,,,,303,,,0
413,050-102-03,Gatesville,Coryell,7275000,1416467.5,8691467.5,0.3355,0.0748,0.4103,165070490,15195,0.04407208096371435,0.052653066577799584,478.77591312931884
414,149-101-03,George West,Live Oak,420000,134925,554925,0.3648,0.06852,0.43332,48038710,2443,0.008742949175779283,0.011551621598498377,171.91977077363896
415,246-103-03,Georgetown,Williamson,26870000,12648957.76,39518957.76,0.20307,0.09954,0.30261,2224157857,33246,0.012080977038312799,0.01776805438320109,808.2175299284124
416,161-118-03,Gholson,McLennan,,,,0.233425,0,0.233425,17438479,942,0,0,0
417,144-101-03,Giddings,Lee,2100000,787010,2887010,0.2578,0.1557,0.4135,175250848,5269,0.011982823615210124,0.016473586478737038,398.55760106282025
418,230-102-03,Gilmer,Upshur,7800000,5133993.75,12933993.75,0.419,0.2792,0.6982,167426062,4975,0.04658772897614948,0.07725197376977068,1567.8391959798994
419,092-104-03,Gladewater,Gregg,3325000,1325086.25,4650086.25,0.503791,0.128014,0.631805,248816359,6161,0.01336326925353007,0.01868882845440239,539.6851160525889
420,213-101-03,Glen Rose,Somervell,,,,0.4857,0,0.4857,90376660,2322,0,0,0
421,057-102-03,Glenn Heights,Dallas,3135000,1431957.5,4566957.5,0.6241,0.0858,0.7099,214572757,7946,0.014610428853277025,0.021283957776615604,394.5381323936572
422,126-103-03,Godley,Johnson,,,,0.61953,0,0.61953,18422374,923,0,0,0
423,068-101-03,Goldsmith,Ector,,,,0.1677,0,0.1677,6320737,256,0,0,0
424,167-001-03,Goldthwaite,Mills,,,,,,,,1794,,,0
425,088-101-03,Goliad,Goliad,195000,21175,216175,0.4817,0.0758,0.5575,45689690,2008,0.0042679212750185,0.0047313737519339705,97.11155378486056
426,161-001-03,Golinda,McLennan,,,,,,,,419,,,0
427,089-104-03,Gonzales,Gonzales,,,,0.3254,0,0.3254,185438610,7244,0,0,0
428,175-111-03,Goodlow,Navarro,,,,0.1,0,0.1,2279880,276,0,0,0
429,187-103-03,Goodrich,Polk,340000,228000,568000,0.1143,0.5226,0.6369,8804365,264,0.03861720862322269,0.06451345440585438,1287.878787878788
430,182-101-03,Gordon,Palo Pinto,,,,0.158889,0,0.158889,11758333,455,0,0,0
431,138-102-03,Goree,Knox,,,,1.0294,0,1.0294,2492420,307,0,0,0
432,067-105-03,Gorman,Eastland,254000,243450,497450,0.58461,0,0.58461,25294800,1236,0.010041589575723073,0.019666097379698592,205.50161812297733
433,182-102-03,Graford,Palo Pinto,486000,411117.5,897117.5,0,0.25813,0.25813,7100089,595,0.06844984619206886,0.1263529936033196,816.8067226890756
434,252-103-03,Graham,Young,4155000,940461.25,5095461.25,0.541297,0.1176,0.658897,224862170,8581,0.018477985870188837,0.02266037568702641,484.2092996154294
435,111-101-03,Granbury,Hood,17962611.8,10247550.2833333,28210162.0833333,0.2507,0.1893,0.44,422833770,6162,0.042481497634401344,0.06671690882999552,2915.061960402467
436,057-121-03,Grand Prairie,Dallas,111406234.3,60065579.828,171471814.128,0.474711,0.195287,0.669998,6606536388,135303,0.01686303196669837,0.025954873182785835,823.383327051137
437,234-103-03,Grand Saline,Van Zandt,1145000,748765,1893765,0.45661,0.14845,0.60506,61045870,3095,0.01875638761475592,0.03102200034171026,369.951534733441
438,238-101-03,Grandfalls,Ward,,,,0.49,0,0.49,2407060,376,0,0,0
439,126-104-03,Grandview,Johnson,2080000,1334303.5,3414303.5,0.40533,0.305332,0.710662,39560606,1464,0.052577556572313375,0.08630564203187382,1420.7650273224044
440,246-104-03,Granger,Williamson,1165000,585876.25,1750876.25,0.39977,0.09017,0.48994,35385550,1271,0.032923043445700295,0.04947997840926593,916.6011014948859
