,0,1,2,Tax-Supported Debt Principal Outstanding as of 8/31/03 ,Tax-Supported Debt Interest Outstanding as of 8/31/03 ,Tax-Supported Debt Service Outstanding as of 8/31/03 ,2002 M&O Tax Rate ,2002 I&S Tax Rate ,2002 TOTAL Tax Rate ,2002 Tax Year Assessed Valuation (AV) ,Population ,Debt Ratio Tax Debt to Assessed Valuation (AV) ,Debt Ratio Tax Debt Service to AV ,Debt Ratio Tax Debt Per Capita 
237,225-000-00,Titus County,Titus,2355000,375812.5,2730812.5,0.212792,0.032208,0.245,1799516935,28603,0.0013086845442774342,0.0015175253129807306,82.33402090689788
238,226-000-00,Tom Green County,Tom Green,18095000,4004562.5,22099562.5,0.43257,0.09103,0.5236,2713925744,103528,0.006667463190547781,0.008143024011934794,174.7836334131829
239,227-000-00,Travis County,Travis,460900224,213065143.1733551,673965367.1733551,0.3627,0.1033,0.466,62124674505,857204,0.007418955957071537,0.010848593937005048,537.6785735950835
240,228-000-00,Trinity County,TRINITY,,,,0.4675,0,0.4675,416619485,14151,0,0,0
241,229-000-00,Tyler County,TYLER,,,,0.5899,0,0.5899,426176570,20651,0,0,0
242,230-000-00,Upshur County,Upshur,2940000,615831.25,3555831.25,0.5286,0.0596,0.5882,1291477028,36959,0.002276463255837331,0.0027533058450963017,79.54760680754349
243,231-000-00,Upton County,Upton,3600000,1776322.5,5376322.5,0.7487,0,0.7487,831637547,3153,0.004328808881929907,0.006464742386144333,1141.7697431018078
244,232-000-00,Uvalde County,Uvalde,,,,0.4385,0,0.4385,729690040,26787,0,0,0
245,233-000-00,Val Verde County,Val Verde,550000,51562.5,601562.5,0.3458,0.0439,0.3897,1147951627,46569,0.0004791142649776479,0.0005240312273193024,11.810431832334816
246,234-000-00,Van Zandt County,Van Zandt,,,,0.3705,0.04117,0.41167,1480842235,50664,0,0,0
247,235-000-00,Victoria County,Victoria,12600000,3054173.125,15654173.125,0.3164,0.0437,0.3601,3555123916,85395,0.0035441802586101473,0.0044032707424198824,147.54962234322852
248,236-000-00,Walker County,Walker,4075000,917902.5,4992902.5,0.579,0.046,0.625,1296628622,62038,0.003142765731728541,0.003850680461070371,65.68554756761985
249,237-000-00,Waller County,Waller,,,,0.62339,0,0.62339,1350294902,34579,0,0,0
250,238-000-00,Ward County,Ward,,,,0.652,0,0.652,940813788,10293,0,0,0
251,239-000-00,Washington County,Washington,1410000,146500,1556500,0.4283,0.0233,0.4516,1691661590,30950,0.0008335000382671099,0.0009201012833778416,45.55735056542811
252,240-000-00,Webb County,Webb,62885000,27214458.76,90099458.76,0.374515,0.083408,0.457923,7307565921,213615,0.008605464621165475,0.01232961286070347,294.38475762469864
253,241-000-00,Wharton County,Wharton,4585000,1401281.25,5986281.25,0.6713,0.02864,0.69994,1592034851,41144,0.002879962079423097,0.0037601446012565966,111.4378767256465
254,242-000-00,Wheeler County,Wheeler,,,,0.4297,0,0.4297,536122552,4809,0,0,0
255,243-000-00,Wichita County,Wichita,5330000,1277265,6607265,0.40002,0.02371,0.42373,4496637864,129257,0.0011853300535210722,0.0014693789448551422,41.23567775826454
256,244-000-00,Wilbarger County,Wilbarger,714000,64900,778900,0.46342,0.02699,0.49041,726092480,13858,0.0009833458129190375,0.0010727283665022947,51.52258623177948
257,245-000-00,Willacy County,Willacy,815000,132497.5,947497.5,0.56276,0.035,0.59776,510666551,20094,0.0015959533640964865,0.001855413279261363,40.55937095650443
258,246-000-00,Williamson County,Williamson,376880000,257533266.25,634413266.25,0.3056,0.1527,0.4583,19169581916,303587,0.01966031401474828,0.033094788870720405,1241.4233811065692
259,247-000-00,Wilson County,Wilson,2795000,830526.25,3625526.25,0.4103,0.0451,0.4554,1173363914,35244,0.002382040189451403,0.0030898566137427677,79.30427874248099
260,248-000-00,Winkler County,Winkler,,,,0.708,0,0.708,607877582,6780,0,0,0
261,249-000-00,Wise County,Wise,1575000,133358.75,1708358.75,0.51262,0.07038,0.583,2448116078,54465,0.0006433518468154924,0.0006978258773561308,28.91765353896998
262,250-000-00,Wood County,Wood,1646481.09,297791.475,1944272.565,0.4669,0.0181,0.485,1504563578,39286,0.0010943247025749815,0.0012922501869841222,41.910122944560406
263,251-000-00,Yoakum County,Yoakum,2950000,514674.8333,3464674.8333,0.46707,0,0.46707,1714435613,7249,0.0017206828752454292,0.002020883611509533,406.9526831287074
264,252-000-00,Young County,Young,,,,0.57596,0,0.57596,586021180,17901,0,0,0
265,253-000-00,Zapata County,Zapata,750000,44437.5,794437.5,0.739626,0.024495,0.764121,1625086574,12905,0.0004615138737833176,0.0004888585708049791,58.1170089112747
266,254-000-00,Zavala County,Zavala,290000,27290,317290,0.642,0.088,0.73,210343112,11593,0.0013786997693558893,0.0015084401717894143,25.01509531613905
267,,GRAND TOTALS*,,5731502860.3,3156848922.6265426,8888351782.926542,,,,1024659253448,22118509,,,
268,,156 of 254 counties have tax-supported debt,,,,,,,,,,,,
270,,*debt outstanding totals inclusive of commercial,,,,,,,,,,,,
271,," paper and conduit debt, if applicable",,,,,,,,,,,,
